Occupation;Age;Subscriptions;Already went to karaoke;Lead Source;Total Visits;Total Time Spent on Website;Page Views Per Visit;Converted
Engineering;18-30;;No;Google;0;0;0;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Google;1;197;1;0
;;;Yes;Google;3;521;3;0
Engineering;30-40;;Yes;Google;2;455;1;0
Engineering;30-40;Netflix;Yes;Direct Traffic;2;263;2;0
Business;40+;;Yes;Google;9;1573;4.5;1
Engineering;30-40;;Yes;Google;2;1449;2;0
Engineering;30-40;;Yes;Google;6;592;3;1
Engineering;30-40;;Yes;Facebook;0;0;0;0
Engineering;30-40;Spotify;Yes;Google;4;678;2;1
Engineering;30-40;;No;Facebook;0;0;0;0
Law;18-30;Netflix;Yes;Google;6;1030;6;1
Engineering;30-40;;Yes;Google;6;45;3;0
Law;30-40;Netflix;Yes;Google;4;234;4;1
Politics;30-40;Netflix;Yes;Google;2;1580;2;1
Engineering;30-40;;Yes;Google;4;1106;4;0
Engineering;30-40;;Yes;Direct Traffic;17;380;2.83;0
Engineering;18-30;Both;Yes;Google;3;401;3;1
;;;Yes;Google;4;45;2;0
Law;18-30;Netflix;Yes;Google;3;535;3;1
Engineering;30-40;None;Yes;Direct Traffic;3;1419;3;0
Engineering;30-40;Netflix;Yes;Google;8;1232;4;1
;;;Yes;Google;6;195;2;0
Engineering;30-40;None;Yes;Facebook;0;0;0;1
Engineering;18-30;;Yes;Google;0;0;0;1
Engineering;30-40;Netflix;Yes;Google;6;565;6;1
Engineering;18-30;Both;Yes;Google;5;1538;2.5;1
Engineering;30-40;None;Yes;Google;6;68;6;0
;;;Yes;Facebook;0;0;0;0
;;;No;Google;4;348;4;0
Engineering;30-40;;Yes;Google;2;1163;2;1
Engineering;30-40;Netflix;Yes;Facebook;0;0;0;0
;;;Yes;Direct Traffic;1;432;1;0
;;;Yes;Google;1;360;1;0
Law;30-40;Netflix;Yes;Facebook;4;1137;1.33;1
Engineering;18-30;;No;Google;0;0;0;0
;;;Yes;Google;6;371;3;0
Law;30-40;Netflix;Yes;Google;7;1478;2.33;1
Engineering;30-40;Netflix;Yes;Direct Traffic;2;252;2;0
Law;30-40;Spotify;Yes;Direct Traffic;2;1381;2;0
Law;18-30;Netflix;Yes;Google;8;1342;2.67;1
;;;Yes;Facebook;0;0;0;0
Engineering;18-30;Spotify;Yes;Direct Traffic;15;1040;3;1
Engineering;30-40;None;Yes;Direct Traffic;3;173;3;0
;;;Yes;Google;5;1670;1;1
;;;Yes;Google;2;1692;2;0
Engineering;30-40;;Yes;Facebook;0;0;0;0
Engineering;30-40;Netflix;Yes;Google;20;165;5;0
Engineering;30-40;;Yes;Direct Traffic;2;182;2;0
Engineering;30-40;;Yes;Google;4;114;4;0
;;;Yes;Direct Traffic;4;411;4;0
Engineering;18-30;Netflix;Yes;Google;6;136;3;0
Engineering;18-30;None;Yes;Google;8;203;8;0
Business;18-30;Both;Yes;Google;4;1534;4;0
Engineering;18-30;;Yes;Direct Traffic;2;389;2;0
Engineering;18-30;None;Yes;Facebook;0;0;0;0
Engineering;18-30;;Yes;Direct Traffic;4;859;4;0
Engineering;18-30;;No;Google;2;269;2;0
Engineering;30-40;None;No;Direct Traffic;2;267;2;0
;;;Yes;Direct Traffic;5;131;2.5;0
Engineering;18-30;Netflix;Yes;Direct Traffic;2;1239;2;1
Engineering;18-30;;Yes;Google;7;69;7;0
Engineering;30-40;None;Yes;Google;18;264;6;0
Law;18-30;Spotify;Yes;Facebook;2;1122;1;1
Engineering;18-30;Both;Yes;Facebook;0;0;0;1
;;;Yes;Direct Traffic;2;129;2;1
Engineering;30-40;Both;Yes;Direct Traffic;8;1271;8;1
Engineering;18-30;Netflix;Yes;Google;27;573;1.93;1
Business;18-30;Spotify;Yes;Direct Traffic;3;1353;3;1
Engineering;18-30;;Yes;Direct Traffic;2;122;2;0
Engineering;18-30;;No;Direct Traffic;2;191;2;0
Engineering;18-30;Netflix;No;Direct Traffic;3;40;3;0
;;;Yes;Facebook;0;0;0;0
Engineering;18-30;;Yes;Direct Traffic;2;306;2;0
Engineering;30-40;Netflix;Yes;Google;5;903;5;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;None;No;Direct Traffic;1;341;1;0
Engineering;18-30;None;No;Google;3;146;3;0
;;;Yes;Google;9;665;2.25;1
Engineering;30-40;;No;Google;7;315;2.33;0
;;;Yes;Google;1;73;1;0
Engineering;30-40;Netflix;Yes;Direct Traffic;4;141;4;1
;;;Yes;Google;5;191;5;0
Engineering;18-30;Netflix;Yes;Google;15;1042;15;0
Engineering;18-30;;Yes;Google;0;0;0;1
Law;18-30;Spotify;Yes;Google;4;417;4;1
Engineering;30-40;;Yes;Facebook;0;0;0;0
;;;Yes;Direct Traffic;4;266;4;0
Business;40+;Spotify;Yes;Direct Traffic;2;1635;2;1
Engineering;18-30;Netflix;Yes;Direct Traffic;7;1014;3.5;1
Engineering;18-30;;Yes;Direct Traffic;2;1087;2;0
Law;18-30;Netflix;Yes;Direct Traffic;2;1019;2;1
;;;Yes;Direct Traffic;15;290;1.5;0
Law;18-30;Netflix;Yes;Direct Traffic;3;1128;3;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
Engineering;18-30;;Yes;Facebook;0;0;0;0
Business;40+;None;Yes;Direct Traffic;1;40;1;0
Engineering;18-30;None;Yes;Direct Traffic;4;425;2;0
Engineering;18-30;;Yes;Google;12;25;6;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Direct Traffic;4;301;2;0
Engineering;18-30;Netflix;Yes;Direct Traffic;1;216;1;1
Medical;35-50;None;No;Google;11;190;3.67;0
Engineering;18-30;Spotify;Yes;Google;8;33;1.6;0
Engineering;30-40;None;Yes;Google;7;859;1.75;0
;;;Yes;Google;2;23;2;0
Engineering;30-40;Both;Yes;Google;6;100;3;0
Engineering;18-30;;Yes;Direct Traffic;5;38;5;0
Engineering;18-30;Both;No;Direct Traffic;5;19;1.25;0
;;;Yes;Facebook;0;0;0;0
Engineering;18-30;None;Yes;Direct Traffic;3;294;1.5;0
;;;Yes;Google;2;265;2;0
;;;Yes;Direct Traffic;3;842;1.5;1
Engineering;18-30;None;Yes;Google;3;88;3;0
;;;No;Direct Traffic;2;25;2;0
Engineering;30-40;;Yes;Google;4;106;4;0
Engineering;18-30;Spotify;Yes;Google;4;1074;2;1
Medical;35-50;None;No;Google;7;219;7;0
Engineering;18-30;;Yes;Direct Traffic;6;386;6;0
;;;Yes;Facebook;0;0;0;0
Engineering;18-30;;Yes;Google;0;0;0;1
;;;Yes;Google;7;1206;1.75;0
;;;Yes;Google;5;224;5;0
;;;Yes;Google;23;1341;2.09;1
;;;Yes;Google;2;432;1;0
Engineering;30-40;;Yes;Google;5;789;5;1
Engineering;18-30;Spotify;Yes;Google;5;1445;5;1
;;;Yes;Google;5;189;2.5;0
Engineering;30-40;None;Yes;Facebook;0;0;0;0
Engineering;30-40;None;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
Engineering;18-30;None;Yes;Direct Traffic;3;304;1.5;0
;;;Yes;Direct Traffic;2;346;2;0
;;;No;Facebook;0;0;0;0
;;;No;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
Engineering;18-30;None;Yes;Direct Traffic;7;408;1.75;0
Engineering;18-30;;Yes;Google;1;456;1;0
Business;40+;None;Yes;Google;4;137;2;0
Engineering;18-30;None;Yes;Direct Traffic;7;162;3.5;0
;;;Yes;Direct Traffic;1;594;1;1
Engineering;18-30;None;No;Direct Traffic;5;406;5;0
Engineering;30-40;None;Yes;Google;2;44;1;0
Engineering;18-30;Both;Yes;Google;2;1608;2;1
Medical;35-50;None;Yes;Direct Traffic;2;404;2;0
Engineering;30-40;None;No;Facebook;0;0;0;0
Engineering;18-30;None;Yes;Google;7;600;2.33;0
Engineering;18-30;;Yes;Direct Traffic;2;327;2;0
Engineering;30-40;None;Yes;Google;4;5;4;0
;;;Yes;Direct Traffic;3;99;3;0
Engineering;18-30;Netflix;Yes;Direct Traffic;4;1070;4;1
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;None;Yes;Facebook;0;0;0;0
Engineering;30-40;None;Yes;Direct Traffic;5;1578;5;1
Engineering;18-30;None;Yes;Google;8;193;8;0
Engineering;18-30;None;Yes;Direct Traffic;3;32;3;1
Engineering;18-30;;Yes;Direct Traffic;1;446;1;0
Engineering;18-30;None;Yes;Direct Traffic;2;149;2;0
Engineering;30-40;Netflix;Yes;Direct Traffic;3;1368;1.5;1
Engineering;18-30;None;Yes;Direct Traffic;13;207;3.25;0
Engineering;18-30;;Yes;Direct Traffic;1;336;1;0
Engineering;18-30;Both;Yes;Direct Traffic;2;823;2;1
Engineering;18-30;;Yes;Google;2;228;2;0
Engineering;18-30;None;Yes;Google;3;389;3;0
;;;Yes;Google;1;1183;1;0
;;;Yes;Google;3;83;3;0
Engineering;18-30;None;No;Direct Traffic;5;131;1.25;0
Engineering;18-30;Both;Yes;Direct Traffic;2;1019;2;1
Business;18-30;Spotify;Yes;Direct Traffic;7;229;3.5;1
Engineering;18-30;Netflix;Yes;Direct Traffic;7;330;7;1
;;;Yes;Direct Traffic;3;89;3;0
Medical;40+;Spotify;Yes;Facebook;0;0;0;1
;;;No;Direct Traffic;1;167;1;0
Engineering;18-30;Spotify;Yes;Google;2;100;2;1
;;;Yes;Google;1;489;1;0
Engineering;18-30;;Yes;Facebook;0;0;0;0
Engineering;18-30;None;Yes;Direct Traffic;4;304;1.33;0
Engineering;18-30;None;Yes;Google;3;828;3;0
Engineering;18-30;None;Yes;Direct Traffic;6;324;3;0
Engineering;18-30;None;Yes;Facebook;0;0;0;0
Engineering;18-30;;Yes;Direct Traffic;5;568;2.5;0
;;;Yes;Google;2;39;2;1
Engineering;18-30;Netflix;Yes;Facebook;0;0;0;1
Engineering;18-30;None;Yes;Google;4;30;4;0
Engineering;18-30;Spotify;Yes;Google;3;2253;3;1
Engineering;30-40;Both;Yes;Facebook;0;0;0;1
;;;Yes;Facebook;0;0;0;0
Engineering;18-30;;Yes;Google;2;1041;2;1
Law;18-30;Both;Yes;Google;1;145;1;1
;;;Yes;Google;3;1111;1.5;1
Engineering;18-30;;Yes;Direct Traffic;4;74;4;0
Engineering;18-30;;Yes;Google;7;397;7;0
Engineering;18-30;;Yes;Google;2;250;2;0
Engineering;18-30;None;No;Facebook;0;0;0;0
Law;18-30;None;Yes;Google;2;330;2;0
;;;Yes;Google;3;200;3;0
Law;30-40;Spotify;Yes;Direct Traffic;5;439;1.67;1
Engineering;18-30;;Yes;Direct Traffic;2;198;2;0
Engineering;18-30;;Yes;Google;0;0;0;1
Engineering;30-40;;No;Google;3;718;3;0
Law;18-30;Netflix;No;Google;4;321;4;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Google;7;931;1.75;1
Engineering;18-30;None;Yes;Google;4;1029;4;0
;;;Yes;Google;2;462;2;0
Engineering;30-40;;Yes;Direct Traffic;11;594;3.67;0
Engineering;18-30;None;Yes;Facebook;0;0;0;0
Engineering;18-30;;Yes;Google;4;27;2;0
Business;40+;None;No;Direct Traffic;2;488;2;0
;;;Yes;Google;2;126;1;0
;;;Yes;Facebook;0;0;0;0
;;;No;Direct Traffic;1;159;1;0
Engineering;30-40;Spotify;Yes;Google;5;47;5;0
;;;Yes;Facebook;3;16;1;0
Engineering;18-30;Both;Yes;Google;3;1168;3;0
Engineering;18-30;;Yes;Google;0;0;0;1
Engineering;18-30;;Yes;Facebook;0;0;0;0
Business;35-50;None;Yes;Facebook;0;0;0;1
Engineering;18-30;;Yes;Direct Traffic;2;15;2;0
Engineering;18-30;;Yes;Direct Traffic;2;90;2;0
Engineering;18-30;None;Yes;Direct Traffic;2;1566;2;0
Engineering;30-40;None;Yes;Direct Traffic;5;559;5;0
;;;Yes;Direct Traffic;5;869;5;0
;;;Yes;Facebook;0;0;0;0
Engineering;18-30;;Yes;Direct Traffic;3;1325;1.5;1
Engineering;18-30;;Yes;Google;0;0;0;1
Engineering;18-30;Both;Yes;Google;2;2170;1;1
Engineering;18-30;None;Yes;Google;6;1377;6;0
;;;Yes;Facebook;0;0;0;0
Law;18-30;Spotify;Yes;Google;4;1146;2;1
Engineering;18-30;Both;Yes;Google;5;5;2.5;1
Engineering;18-30;;Yes;Google;7;130;1.4;0
;;;No;Google;2;43;2;0
Engineering;18-30;Netflix;Yes;Direct Traffic;2;245;2;0
Engineering;18-30;;Yes;Google;4;271;4;0
Engineering;18-30;None;No;Direct Traffic;3;471;3;0
;;;Yes;Facebook;0;0;0;0
Engineering;18-30;Netflix;Yes;Direct Traffic;3;230;3;1
;;;Yes;Google;4;18;4;0
Engineering;18-30;;Yes;Google;2;63;2;0
Engineering;18-30;Both;Yes;Google;6;1713;6;1
Engineering;18-30;None;No;Google;4;447;4;0
;;;No;Facebook;0;0;0;0
Engineering;30-40;None;Yes;Google;8;1361;2.67;0
;;;Yes;Google;3;1516;3;1
Engineering;30-40;;Yes;Google;2;239;1;0
Engineering;18-30;;Yes;Direct Traffic;3;325;3;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Google;3;312;1;0
Engineering;18-30;;Yes;Google;5;1298;5;0
;;;Yes;Google;5;426;5;0
Engineering;18-30;Netflix;Yes;Google;2;1124;2;0
Engineering;18-30;Both;Yes;Direct Traffic;2;69;2;1
Engineering;18-30;None;No;Direct Traffic;1;1465;1;0
Engineering;18-30;;Yes;Google;3;663;3;0
Engineering;18-30;Both;Yes;Direct Traffic;3;1372;3;1
;;;Yes;Direct Traffic;2;206;2;1
;;;Yes;Google;3;1320;1;1
Law;30-40;Netflix;Yes;Google;5;1464;5;1
Engineering;18-30;;No;Google;7;176;7;0
Business;40+;None;Yes;Google;6;168;3;0
Engineering;18-30;;Yes;Facebook;0;0;0;0
Engineering;18-30;None;Yes;Direct Traffic;4;1192;4;1
Engineering;18-30;None;Yes;Direct Traffic;2;1094;2;0
Medical;35-50;None;Yes;Facebook;0;0;0;0
Engineering;18-30;None;Yes;Google;8;39;2.67;0
Engineering;30-40;;Yes;Google;23;194;11.5;0
Engineering;18-30;None;Yes;Direct Traffic;2;783;2;0
Business;35-50;None;Yes;Direct Traffic;1;49;1;0
;;;No;Direct Traffic;4;883;4;0
Engineering;18-30;Netflix;Yes;Direct Traffic;2;138;2;1
Engineering;30-40;None;Yes;Google;8;327;2.67;0
Engineering;18-30;;Yes;Google;5;46;5;0
Engineering;18-30;;Yes;Google;7;1055;7;0
Engineering;18-30;;Yes;Direct Traffic;3;271;3;0
Engineering;18-30;;Yes;Google;4;1645;4;0
;;;Yes;Facebook;0;0;0;0
Engineering;18-30;None;Yes;Direct Traffic;2;1740;2;0
Politics;;;Yes;Direct Traffic;4;709;2;0
Engineering;18-30;Spotify;Yes;Google;3;432;1.5;1
Engineering;18-30;Spotify;Yes;Google;5;726;5;1
;;;No;Direct Traffic;1;155;1;0
Business;40+;None;Yes;Google;3;1709;3;0
Engineering;18-30;;No;Direct Traffic;1;869;1;0
Business;40+;None;Yes;Google;2;391;2;0
Business;35-50;None;Yes;Direct Traffic;2;660;2;0
Engineering;18-30;;Yes;Facebook;0;0;0;0
Engineering;18-30;;Yes;Google;11;496;3.67;0
Engineering;30-40;;Yes;Direct Traffic;9;83;3;0
Engineering;18-30;Both;Yes;Google;5;952;5;1
Engineering;18-30;Netflix;Yes;Direct Traffic;4;373;4;0
Engineering;18-30;;Yes;Direct Traffic;7;5;7;0
;;;Yes;Facebook;0;0;0;0
Engineering;18-30;Netflix;Yes;Google;5;68;2.5;1
Engineering;18-30;Spotify;Yes;Direct Traffic;1;1245;1;1
Engineering;18-30;;Yes;Facebook;0;0;0;0
Engineering;18-30;;Yes;Direct Traffic;5;87;5;0
Engineering;18-30;;Yes;Google;2;121;2;0
;;;Yes;Google;5;1202;5;1
Engineering;18-30;;Yes;Facebook;0;0;0;0
Engineering;18-30;;Yes;Facebook;0;0;0;0
Engineering;18-30;None;Yes;Direct Traffic;5;1467;5;1
Engineering;18-30;None;Yes;Direct Traffic;4;455;2;0
Law;18-30;Spotify;Yes;Direct Traffic;3;278;1.5;1
Engineering;18-30;Both;Yes;Google;4;1341;4;1
Engineering;18-30;;Yes;Facebook;0;0;0;0
Law;18-30;Spotify;Yes;Google;4;1268;4;1
Engineering;18-30;;Yes;Facebook;0;0;0;0
Engineering;18-30;;Yes;Google;2;124;1;0
Medical;35-50;None;Yes;Facebook;0;0;0;0
Engineering;18-30;Netflix;Yes;Direct Traffic;3;1513;3;1
Engineering;18-30;None;Yes;Direct Traffic;5;93;5;0
Engineering;18-30;;Yes;Google;2;1915;2;1
Engineering;18-30;Both;Yes;Facebook;0;0;0;1
;;;Yes;Google;3;6;1.5;0
;;;Yes;Direct Traffic;4;482;4;0
;;;Yes;Facebook;0;0;0;0
Engineering;18-30;;Yes;Direct Traffic;7;359;7;0
Engineering;18-30;None;Yes;Google;2;723;2;0
Engineering;18-30;Netflix;Yes;Google;2;1130;2;1
Engineering;18-30;None;No;Direct Traffic;2;34;2;0
Engineering;18-30;;Yes;Google;6;309;3;0
Engineering;18-30;;Yes;Facebook;0;0;0;0
Engineering;18-30;Spotify;Yes;Google;2;951;2;0
Engineering;18-30;;Yes;Google;4;1340;2;1
Engineering;30-40;Netflix;Yes;Google;2;1298;1;1
;;;Yes;Direct Traffic;2;230;2;0
Law;35-50;Netflix;Yes;Direct Traffic;2;1370;2;1
Engineering;18-30;Netflix;Yes;Direct Traffic;2;834;2;1
Engineering;18-30;None;Yes;Direct Traffic;2;1235;2;0
Engineering;18-30;Both;Yes;Google;0;0;0;1
Engineering;18-30;;Yes;Facebook;0;0;0;0
Engineering;30-40;None;Yes;Direct Traffic;4;79;4;0
Engineering;18-30;;Yes;Facebook;0;0;0;0
Engineering;18-30;Netflix;Yes;Facebook;0;0;0;1
;;;Yes;Facebook;0;0;0;0
Law;18-30;Netflix;Yes;Facebook;0;0;0;1
Engineering;18-30;;Yes;Facebook;0;0;0;0
Engineering;18-30;Netflix;Yes;Google;4;715;2;1
Unemployed/other;18-30;None;Yes;Google;4;95;4;0
Law;18-30;Spotify;Yes;Direct Traffic;2;1736;2;0
Unemployed/other;18-30;Spotify;Yes;Google;1;78;1;1
Unemployed/other;18-30;None;No;Direct Traffic;9;17;9;0
Law;30-40;Netflix;Yes;Google;4;653;2;1
Medical;35-50;None;Yes;Facebook;0;0;0;0
Unemployed/other;18-30;None;Yes;Direct Traffic;6;1494;1.5;1
;;;Yes;Facebook;0;0;0;1
Unemployed/other;18-30;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;1
Unemployed/other;18-30;;No;Direct Traffic;6;139;6;0
;;;Yes;Facebook;0;0;0;1
;;;Yes;Facebook;0;0;0;0
Unemployed/other;18-30;;Yes;Facebook;0;0;0;0
Medical;35-50;None;Yes;Direct Traffic;2;2;2;0
;;;Yes;Direct Traffic;5;662;2.5;1
Unemployed/other;18-30;None;Yes;Direct Traffic;9;272;9;0
;;;Yes;Facebook;0;0;0;0
Unemployed/other;18-30;None;Yes;Direct Traffic;6;503;6;0
Unemployed/other;18-30;None;Yes;Google;2;350;1;0
Law;18-30;Netflix;Yes;Direct Traffic;5;808;5;1
;;;Yes;Google;2;1385;2;0
Medical;35-50;None;Yes;Google;8;393;2;0
;;;Yes;Facebook;0;0;0;1
Unemployed/other;18-30;Both;Yes;Direct Traffic;1;421;1;0
Unemployed/other;18-30;None;Yes;Direct Traffic;6;44;3;0
Business;40+;None;Yes;Google;1;14;1;0
Unemployed/other;18-30;None;Yes;Google;2;870;2;0
Law;30-40;Netflix;Yes;Direct Traffic;8;1456;2.67;1
Unemployed/other;18-30;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
Unemployed/other;18-30;Spotify;Yes;Direct Traffic;3;274;3;0
;;;Yes;Google;9;127;1.8;0
;;;Yes;Direct Traffic;2;1505;2;1
Unemployed/other;18-30;None;Yes;Google;3;399;3;1
Unemployed/other;18-30;;Yes;Direct Traffic;1;232;1;0
Unemployed/other;18-30;Netflix;Yes;Facebook;0;0;0;0
Unemployed/other;18-30;;Yes;Direct Traffic;3;899;3;0
Unemployed/other;18-30;None;Yes;Direct Traffic;2;87;2;1
;;;Yes;Direct Traffic;2;2;2;0
Unemployed/other;18-30;;Yes;Facebook;0;0;0;0
Unemployed/other;18-30;Netflix;Yes;Direct Traffic;2;1089;2;1
Law;18-30;Spotify;Yes;Direct Traffic;2;739;2;1
Unemployed/other;18-30;Both;Yes;Direct Traffic;2;1237;2;1
Unemployed/other;18-30;None;Yes;Facebook;0;0;0;0
Unemployed/other;18-30;;Yes;Facebook;0;0;0;0
Law;18-30;Netflix;Yes;Google;10;1361;2.5;1
;;;No;Direct Traffic;2;116;2;0
;;;No;Facebook;0;0;0;0
Business;40+;Netflix;Yes;Google;6;161;1.5;1
Unemployed/other;18-30;Both;Yes;Direct Traffic;2;1013;2;1
Business;40+;None;Yes;Direct Traffic;9;233;2.25;0
;;;No;Direct Traffic;2;153;2;0
Business;18-30;Both;Yes;Google;10;949;10;1
Unemployed/other;18-30;None;Yes;Direct Traffic;4;387;1.33;0
;;;No;Direct Traffic;4;175;2;0
Unemployed/other;18-30;None;Yes;Direct Traffic;2;321;2;0
Unemployed/other;18-30;None;Yes;Google;2;183;2;0
Unemployed/other;18-30;;Yes;Direct Traffic;4;874;2;0
Law;18-30;Netflix;Yes;Google;3;1456;3;1
Unemployed/other;18-30;Spotify;No;Direct Traffic;2;1020;2;0
;;;Yes;Facebook;0;0;0;0
Medical;35-50;None;Yes;Direct Traffic;2;1846;2;1
Unemployed/other;18-30;Netflix;Yes;Google;3;268;1.5;1
Unemployed/other;18-30;None;Yes;Google;4;190;4;0
;;;Yes;Facebook;2;189;1;0
Unemployed/other;18-30;Netflix;Yes;Google;10;674;5;1
;;;Yes;Direct Traffic;2;784;2;0
;;;Yes;Direct Traffic;2;258;2;0
Business;35-50;None;Yes;Direct Traffic;7;499;2.33;0
Unemployed/other;18-30;;Yes;Google;1;322;1;0
;;;Yes;Direct Traffic;4;1776;4;1
Unemployed/other;18-30;Netflix;Yes;Google;4;1245;4;1
Unemployed/other;18-30;;Yes;Direct Traffic;3;117;1.5;0
Unemployed/other;18-30;Netflix;Yes;Google;8;178;4;0
Unemployed/other;18-30;;Yes;Google;5;266;5;0
Unemployed/other;18-30;;Yes;Facebook;1;16;1;0
Law;18-30;Spotify;Yes;Google;2;1224;2;1
;;;Yes;Google;6;1070;3;1
Unemployed/other;18-30;None;Yes;Google;6;195;6;0
Law;18-30;Netflix;Yes;LaNoche.com;9;1123;9;1
;;;Yes;Facebook;0;0;0;0
Medical;35-50;None;Yes;Direct Traffic;2;96;2;0
Law;18-30;Spotify;Yes;Google;4;34;4;0
;;;Yes;Facebook;0;0;0;1
Unemployed/other;18-30;Spotify;Yes;Direct Traffic;2;31;2;1
Unemployed/other;18-30;Both;Yes;Google;11;1116;3.67;1
Unemployed/other;18-30;Netflix;Yes;Direct Traffic;3;1306;3;1
;;;Yes;Facebook;0;0;0;0
Unemployed/other;18-30;;Yes;Facebook;0;0;0;1
Unemployed/other;18-30;;Yes;Direct Traffic;2;1425;2;0
Medical;35-50;None;Yes;Google;1;349;1;0
Unemployed/other;18-30;;Yes;Google;3;176;1.5;0
Unemployed/other;18-30;;Yes;Facebook;4;916;1.33;1
Unemployed/other;18-30;None;Yes;Google;4;107;4;0
Unemployed/other;18-30;Both;Yes;Google;6;1048;3;1
;;;Yes;Google;10;438;1.43;0
;;;Yes;Google;4;340;4;0
Unemployed/other;18-30;;Yes;Google;3;398;3;0
Unemployed/other;18-30;Netflix;Yes;Facebook;0;0;0;1
Unemployed/other;18-30;None;Yes;Google;2;60;2;0
Unemployed/other;18-30;;Yes;Direct Traffic;2;91;2;0
;;;Yes;Direct Traffic;3;1094;3;0
Unemployed/other;18-30;Netflix;Yes;Facebook;0;0;0;1
Unemployed/other;18-30;;Yes;Facebook;0;0;0;1
;;;Yes;Facebook;2;103;1;1
Unemployed/other;18-30;None;Yes;Google;3;239;1.5;0
Unemployed/other;18-30;Spotify;Yes;Google;4;673;2;1
Unemployed/other;18-30;None;Yes;Direct Traffic;3;1202;3;1
Business;18-30;None;Yes;Google;6;158;3;0
Unemployed/other;18-30;Netflix;Yes;Direct Traffic;3;210;3;0
Unemployed/other;18-30;;No;Direct Traffic;1;463;1;0
Unemployed/other;18-30;None;No;Google;3;1314;3;0
Unemployed/other;18-30;None;Yes;Direct Traffic;12;75;6;0
Unemployed/other;18-30;Netflix;Yes;Google;2;6;1;1
Law;18-30;Spotify;Yes;Google;;1159;;1
Law;18-30;Both;Yes;Direct Traffic;25;1569;2.08;1
Unemployed/other;18-30;Netflix;Yes;Google;4;1291;4;1
;;;Yes;Google;2;284;2;0
Unemployed/other;18-30;;Yes;Google;5;1468;2.5;0
Unemployed/other;18-30;Netflix;Yes;Direct Traffic;3;382;3;1
Unemployed/other;18-30;Both;Yes;Google;6;988;2;1
Law;18-30;Both;Yes;Direct Traffic;2;856;2;1
Unemployed/other;18-30;None;Yes;Google;6;262;6;0
;;;No;Direct Traffic;6;54;6;0
Unemployed/other;18-30;None;Yes;Direct Traffic;3;126;3;0
Unemployed/other;18-30;;Yes;Direct Traffic;2;1982;2;0
;;;Yes;Google;5;1356;1.25;1
;;;Yes;Facebook;0;0;0;1
;;;Yes;Facebook;0;0;0;1
;;;Yes;Google;2;1159;1;1
Law;18-30;Spotify;No;Direct Traffic;4;1581;4;0
;;;Yes;Google;2;1346;2;1
Unemployed/other;18-30;;Yes;Google;2;45;2;0
Unemployed/other;18-30;Both;Yes;Google;5;1276;1.67;1
;;;Yes;Google;5;1409;1.67;1
Unemployed/other;18-30;;Yes;Google;4;10;4;0
Unemployed/other;18-30;Netflix;Yes;Google;7;953;3.5;1
;;;Yes;Direct Traffic;6;29;3;0
;;;Yes;Google;2;1171;1;1
;;;Yes;Facebook;0;0;0;1
;;;Yes;Direct Traffic;2;363;2;0
Unemployed/other;18-30;None;Yes;Direct Traffic;4;95;4;0
Law;18-30;Netflix;Yes;Google;2;187;2;1
Unemployed/other;18-30;None;Yes;Google;7;1524;1.4;1
Unemployed/other;18-30;None;No;Direct Traffic;2;119;2;0
Unemployed/other;18-30;Both;Yes;Direct Traffic;7;1346;7;1
;;;Yes;Direct Traffic;4;295;4;0
;;;No;Google;4;1734;4;0
Law;18-30;Spotify;Yes;Google;3;1230;3;1
Unemployed/other;18-30;;Yes;Facebook;0;0;0;0
Unemployed/other;18-30;Both;Yes;Direct Traffic;6;811;3;0
;;;Yes;Google;1;243;1;0
;;;Yes;Direct Traffic;3;10;1.5;0
Business;18-30;Netflix;Yes;Direct Traffic;5;1341;2.5;1
Unemployed/other;18-30;Netflix;Yes;Direct Traffic;2;345;2;0
;;;Yes;Facebook;0;0;0;0
Unemployed/other;18-30;;Yes;Google;4;91;4;0
Medical;35-50;None;Yes;Direct Traffic;2;8;2;0
;;;Yes;Google;6;356;2;1
Unemployed/other;18-30;None;Yes;Direct Traffic;2;241;2;0
;;;Yes;Direct Traffic;2;1788;2;1
Law;18-30;Spotify;Yes;Google;8;1332;4;1
Unemployed/other;18-30;;Yes;Facebook;4;1540;1.33;0
Unemployed/other;18-30;Both;Yes;Direct Traffic;4;1210;1.33;1
Unemployed/other;18-30;None;Yes;Facebook;0;0;0;0
Unemployed/other;18-30;;Yes;Direct Traffic;7;1104;3.5;1
Unemployed/other;18-30;None;Yes;Google;2;332;2;1
Medical;35-50;Both;Yes;Google;5;1406;2.5;1
;;;Yes;Google;6;1458;2;0
